year,geo,naics,hours_worked
1989,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",38.8
1990,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",38.5
1991,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",37.2
1992,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
1993,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.3
1994,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",37
1995,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.3
1996,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.3
1997,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.2
1998,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.9
1999,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.9
2000,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
2001,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.7
2002,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.7
2003,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.6
2004,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.7
2005,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
2006,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",37.4
2007,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.6
2008,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
2009,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2010,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2011,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.7
2012,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
2013,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.5
2014,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2015,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.5
2016,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.1
2017,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.4
2018,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",36.8
2019,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.8
2020,Alberta,"Finance, insurance, real estate, rental and leasing [52-53]",35.6
1987,Alberta,"Professional, scientific and technical services [54]",38.1
1988,Alberta,"Professional, scientific and technical services [54]",39.6
1989,Alberta,"Professional, scientific and technical services [54]",40.6
1990,Alberta,"Professional, scientific and technical services [54]",41.2
1991,Alberta,"Professional, scientific and technical services [54]",39.9
1992,Alberta,"Professional, scientific and technical services [54]",39.6
1993,Alberta,"Professional, scientific and technical services [54]",39.8
1994,Alberta,"Professional, scientific and technical services [54]",40.5
1995,Alberta,"Professional, scientific and technical services [54]",39.3
1996,Alberta,"Professional, scientific and technical services [54]",39.4
1997,Alberta,"Professional, scientific and technical services [54]",40.6
1998,Alberta,"Professional, scientific and technical services [54]",38.8
1999,Alberta,"Professional, scientific and technical services [54]",39.9
2000,Alberta,"Professional, scientific and technical services [54]",40.1
2001,Alberta,"Professional, scientific and technical services [54]",38.3
2002,Alberta,"Professional, scientific and technical services [54]",38.9
2003,Alberta,"Professional, scientific and technical services [54]",38.5
2004,Alberta,"Professional, scientific and technical services [54]",38.5
2005,Alberta,"Professional, scientific and technical services [54]",39.5
2006,Alberta,"Professional, scientific and technical services [54]",39
2007,Alberta,"Professional, scientific and technical services [54]",40.3
2008,Alberta,"Professional, scientific and technical services [54]",39
2009,Alberta,"Professional, scientific and technical services [54]",37.5
2010,Alberta,"Professional, scientific and technical services [54]",37.6
2011,Alberta,"Professional, scientific and technical services [54]",38.3
2012,Alberta,"Professional, scientific and technical services [54]",38.7
2013,Alberta,"Professional, scientific and technical services [54]",38.1
2014,Alberta,"Professional, scientific and technical services [54]",37.8
2015,Alberta,"Professional, scientific and technical services [54]",36.8
2016,Alberta,"Professional, scientific and technical services [54]",36.3
2017,Alberta,"Professional, scientific and technical services [54]",37.1
2018,Alberta,"Professional, scientific and technical services [54]",37.4
2019,Alberta,"Professional, scientific and technical services [54]",36.6
2020,Alberta,"Professional, scientific and technical services [54]",36.5
1987,Alberta,"Business, building and other support services [55-56]",33.5
1988,Alberta,"Business, building and other support services [55-56]",34.4
1989,Alberta,"Business, building and other support services [55-56]",35
1990,Alberta,"Business, building and other support services [55-56]",36.3
1991,Alberta,"Business, building and other support services [55-56]",35.7
1992,Alberta,"Business, building and other support services [55-56]",33
1993,Alberta,"Business, building and other support services [55-56]",33.5
1994,Alberta,"Business, building and other support services [55-56]",34.8
1995,Alberta,"Business, building and other support services [55-56]",35.1
1996,Alberta,"Business, building and other support services [55-56]",34.3
1997,Alberta,"Business, building and other support services [55-56]",34.8
1998,Alberta,"Business, building and other support services [55-56]",34.4
1999,Alberta,"Business, building and other support services [55-56]",34.3
2000,Alberta,"Business, building and other support services [55-56]",34.5
2001,Alberta,"Business, building and other support services [55-56]",33.7
2002,Alberta,"Business, building and other support services [55-56]",34.5
2003,Alberta,"Business, building and other support services [55-56]",34.9
2004,Alberta,"Business, building and other support services [55-56]",33.2
2005,Alberta,"Business, building and other support services [55-56]",35.2
2006,Alberta,"Business, building and other support services [55-56]",36.1
2007,Alberta,"Business, building and other support services [55-56]",36.4
2008,Alberta,"Business, building and other support services [55-56]",35.7
2009,Alberta,"Business, building and other support services [55-56]",33.8
2010,Alberta,"Business, building and other support services [55-56]",34.6
2011,Alberta,"Business, building and other support services [55-56]",33.3
2012,Alberta,"Business, building and other support services [55-56]",35.3
2013,Alberta,"Business, building and other support services [55-56]",35.7
2014,Alberta,"Business, building and other support services [55-56]",35.5
2015,Alberta,"Business, building and other support services [55-56]",35.2
2016,Alberta,"Business, building and other support services [55-56]",33.9
2017,Alberta,"Business, building and other support services [55-56]",34
2018,Alberta,"Business, building and other support services [55-56]",33.2
2019,Alberta,"Business, building and other support services [55-56]",32.1
2020,Alberta,"Business, building and other support services [55-56]",33
1987,Alberta,Educational services [61],35.5
1988,Alberta,Educational services [61],35.7
1989,Alberta,Educational services [61],36.4
1990,Alberta,Educational services [61],36.7
1991,Alberta,Educational services [61],36.1
1992,Alberta,Educational services [61],35.5
1993,Alberta,Educational services [61],35.2
1994,Alberta,Educational services [61],36.2
1995,Alberta,Educational services [61],35.7
1996,Alberta,Educational services [61],36.6
1997,Alberta,Educational services [61],36.5
1998,Alberta,Educational services [61],34.3
1999,Alberta,Educational services [61],34.7
2000,Alberta,Educational services [61],35.2
2001,Alberta,Educational services [61],35.6
2002,Alberta,Educational services [61],35.5
2003,Alberta,Educational services [61],35.1
2004,Alberta,Educational services [61],33.8
2005,Alberta,Educational services [61],34.9
2006,Alberta,Educational services [61],35.2
2007,Alberta,Educational services [61],36.4
2008,Alberta,Educational services [61],34.9
2009,Alberta,Educational services [61],34.1
2010,Alberta,Educational services [61],33.6
2011,Alberta,Educational services [61],34.9
2012,Alberta,Educational services [61],35.2
2013,Alberta,Educational services [61],33.8
2014,Alberta,Educational services [61],33.7
2015,Alberta,Educational services [61],34.4
2016,Alberta,Educational services [61],33.6
2017,Alberta,Educational services [61],34.3
2018,Alberta,Educational services [61],35.2
2019,Alberta,Educational services [61],32.7
2020,Alberta,Educational services [61],34.1
1987,Alberta,Health care and social assistance [62],34
1988,Alberta,Health care and social assistance [62],33.9
1989,Alberta,Health care and social assistance [62],34.1
1990,Alberta,Health care and social assistance [62],33.9
1991,Alberta,Health care and social assistance [62],34
1992,Alberta,Health care and social assistance [62],32.6
1993,Alberta,Health care and social assistance [62],32.5
1994,Alberta,Health care and social assistance [62],33.4
1995,Alberta,Health care and social assistance [62],33.4
1996,Alberta,Health care and social assistance [62],33.9
1997,Alberta,Health care and social assistance [62],33.6
1998,Alberta,Health care and social assistance [62],32.6
1999,Alberta,Health care and social assistance [62],33.1
2000,Alberta,Health care and social assistance [62],33.8
2001,Alberta,Health care and social assistance [62],33.9
2002,Alberta,Health care and social assistance [62],33.4
2003,Alberta,Health care and social assistance [62],33.2
2004,Alberta,Health care and social assistance [62],32.5
2005,Alberta,Health care and social assistance [62],33.9
2006,Alberta,Health care and social assistance [62],34.3
2007,Alberta,Health care and social assistance [62],35.3
2008,Alberta,Health care and social assistance [62],34.5
2009,Alberta,Health care and social assistance [62],33.5
2010,Alberta,Health care and social assistance [62],32.7
2011,Alberta,Health care and social assistance [62],33.9
2012,Alberta,Health care and social assistance [62],34.2
2013,Alberta,Health care and social assistance [62],34.2
2014,Alberta,Health care and social assistance [62],33.5
2015,Alberta,Health care and social assistance [62],33
2016,Alberta,Health care and social assistance [62],33.7
2017,Alberta,Health care and social assistance [62],33.3
2018,Alberta,Health care and social assistance [62],34
2019,Alberta,Health care and social assistance [62],32.7
2020,Alberta,Health care and social assistance [62],32.4
1987,Alberta,"Information, culture and recreation [51, 71]",34.9
1988,Alberta,"Information, culture and recreation [51, 71]",36.1
1989,Alberta,"Information, culture and recreation [51, 71]",36.2
1990,Alberta,"Information, culture and recreation [51, 71]",35.3
1991,Alberta,"Information, culture and recreation [51, 71]",35.2
1992,Alberta,"Information, culture and recreation [51, 71]",33.2
1993,Alberta,"Information, culture and recreation [51, 71]",33.8
1994,Alberta,"Information, culture and recreation [51, 71]",35
1995,Alberta,"Information, culture and recreation [51, 71]",33.9
1996,Alberta,"Information, culture and recreation [51, 71]",35.6
1997,Alberta,"Information, culture and recreation [51, 71]",35.3
1998,Alberta,"Information, culture and recreation [51, 71]",34.9
1999,Alberta,"Information, culture and recreation [51, 71]",33.9
2000,Alberta,"Information, culture and recreation [51, 71]",34.6
2001,Alberta,"Information, culture and recreation [51, 71]",34.1
2002,Alberta,"Information, culture and recreation [51, 71]",33.9
2003,Alberta,"Information, culture and recreation [51, 71]",33.2
2004,Alberta,"Information, culture and recreation [51, 71]",33.3
2005,Alberta,"Information, culture and recreation [51, 71]",33.6
2006,Alberta,"Information, culture and recreation [51, 71]",33.1
2007,Alberta,"Information, culture and recreation [51, 71]",34
2008,Alberta,"Information, culture and recreation [51, 71]",32.9
2009,Alberta,"Information, culture and recreation [51, 71]",31.8
2010,Alberta,"Information, culture and recreation [51, 71]",32.8
2011,Alberta,"Information, culture and recreation [51, 71]",32.5
2012,Alberta,"Information, culture and recreation [51, 71]",32
2013,Alberta,"Information, culture and recreation [51, 71]",32.4
2014,Alberta,"Information, culture and recreation [51, 71]",32
2015,Alberta,"Information, culture and recreation [51, 71]",31.2
2016,Alberta,"Information, culture and recreation [51, 71]",30
2017,Alberta,"Information, culture and recreation [51, 71]",28.8
2018,Alberta,"Information, culture and recreation [51, 71]",30.9
2019,Alberta,"Information, culture and recreation [51, 71]",31.2
2020,Alberta,"Information, culture and recreation [51, 71]",28.7
1987,Alberta,Accommodation and food services [72],32.7
1988,Alberta,Accommodation and food services [72],32.8
1989,Alberta,Accommodation and food services [72],33.9
1990,Alberta,Accommodation and food services [72],35
1991,Alberta,Accommodation and food services [72],33.5
1992,Alberta,Accommodation and food services [72],32.7
1993,Alberta,Accommodation and food services [72],32.7
1994,Alberta,Accommodation and food services [72],31.7
1995,Alberta,Accommodation and food services [72],33.2
1996,Alberta,Accommodation and food services [72],33.7
1997,Alberta,Accommodation and food services [72],32.6
