year,geo,occ,wage_rate
1999,Alberta,"Natural resources, agriculture and related production occupations [8]",646.12
2000,Alberta,"Natural resources, agriculture and related production occupations [8]",725.26
2001,Alberta,"Natural resources, agriculture and related production occupations [8]",801.37
2002,Alberta,"Natural resources, agriculture and related production occupations [8]",826.41
2003,Alberta,"Natural resources, agriculture and related production occupations [8]",860.23
2004,Alberta,"Natural resources, agriculture and related production occupations [8]",923.62
2005,Alberta,"Natural resources, agriculture and related production occupations [8]",980.2
2006,Alberta,"Natural resources, agriculture and related production occupations [8]",1035.39
2007,Alberta,"Natural resources, agriculture and related production occupations [8]",1137.3
2008,Alberta,"Natural resources, agriculture and related production occupations [8]",1097.74
2009,Alberta,"Natural resources, agriculture and related production occupations [8]",1154.58
2010,Alberta,"Natural resources, agriculture and related production occupations [8]",1251.48
2011,Alberta,"Natural resources, agriculture and related production occupations [8]",1274.24
2012,Alberta,"Natural resources, agriculture and related production occupations [8]",1281.03
2013,Alberta,"Natural resources, agriculture and related production occupations [8]",1280.26
2014,Alberta,"Natural resources, agriculture and related production occupations [8]",1396.16
2015,Alberta,"Natural resources, agriculture and related production occupations [8]",1316.64
2016,Alberta,"Natural resources, agriculture and related production occupations [8]",1341.7
2017,Alberta,"Natural resources, agriculture and related production occupations [8]",1411.4
2018,Alberta,"Natural resources, agriculture and related production occupations [8]",1474.4
1997,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",840.21
1998,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",863.41
1999,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",970.19
2000,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1009.51
2001,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1058.77
2002,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1102.56
2003,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1128.99
2004,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1185.9
2005,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1226.19
2006,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1307.37
2007,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1433.16
2008,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1395.87
2009,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1450.69
2010,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1585.46
2011,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1684.32
2012,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1698.13
2013,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1727.64
2014,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1809.36
2015,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1769.86
2016,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1779.05
2017,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1961.4
2018,Alberta,"Supervisors and technical occupations in natural resources, agriculture and related production [82]",1902.06
1997,Alberta,"Workers in natural resources, agriculture and related production [84]",588.29
1998,Alberta,"Workers in natural resources, agriculture and related production [84]",517.84
1999,Alberta,"Workers in natural resources, agriculture and related production [84]",524.32
2000,Alberta,"Workers in natural resources, agriculture and related production [84]",609.61
2001,Alberta,"Workers in natural resources, agriculture and related production [84]",647.69
2002,Alberta,"Workers in natural resources, agriculture and related production [84]",663.19
2003,Alberta,"Workers in natural resources, agriculture and related production [84]",746.29
2004,Alberta,"Workers in natural resources, agriculture and related production [84]",756.52
2005,Alberta,"Workers in natural resources, agriculture and related production [84]",780.07
2006,Alberta,"Workers in natural resources, agriculture and related production [84]",821.53
2007,Alberta,"Workers in natural resources, agriculture and related production [84]",935.76
2008,Alberta,"Workers in natural resources, agriculture and related production [84]",907.33
2009,Alberta,"Workers in natural resources, agriculture and related production [84]",920.82
2010,Alberta,"Workers in natural resources, agriculture and related production [84]",1028.13
2011,Alberta,"Workers in natural resources, agriculture and related production [84]",984.31
2012,Alberta,"Workers in natural resources, agriculture and related production [84]",1069.5
2013,Alberta,"Workers in natural resources, agriculture and related production [84]",968.74
2014,Alberta,"Workers in natural resources, agriculture and related production [84]",1046.87
2015,Alberta,"Workers in natural resources, agriculture and related production [84]",956.01
2016,Alberta,"Workers in natural resources, agriculture and related production [84]",1029.72
2017,Alberta,"Workers in natural resources, agriculture and related production [84]",1054.37
2018,Alberta,"Workers in natural resources, agriculture and related production [84]",1113.8
1997,Alberta,"Harvesting, landscaping and natural resources labourers [86]",562.61
1998,Alberta,"Harvesting, landscaping and natural resources labourers [86]",568.53
1999,Alberta,"Harvesting, landscaping and natural resources labourers [86]",502.48
2000,Alberta,"Harvesting, landscaping and natural resources labourers [86]",544.6
2001,Alberta,"Harvesting, landscaping and natural resources labourers [86]",649.09
2002,Alberta,"Harvesting, landscaping and natural resources labourers [86]",566.38
