year,geo,naics,wage_rate
2015,Manitoba,"Wholesale and retail trade [41, 44-45]",1038.02
2016,Manitoba,"Wholesale and retail trade [41, 44-45]",1054.44
2017,Manitoba,"Wholesale and retail trade [41, 44-45]",1036.7
2018,Manitoba,"Wholesale and retail trade [41, 44-45]",1053.32
2019,Manitoba,"Wholesale and retail trade [41, 44-45]",1161.77
2020,Manitoba,"Wholesale and retail trade [41, 44-45]",1238.61
1997,New Brunswick,"Wholesale and retail trade [41, 44-45]",479.07
1998,New Brunswick,"Wholesale and retail trade [41, 44-45]",502.31
1999,New Brunswick,"Wholesale and retail trade [41, 44-45]",496.79
2000,New Brunswick,"Wholesale and retail trade [41, 44-45]",518.91
2001,New Brunswick,"Wholesale and retail trade [41, 44-45]",554.89
2002,New Brunswick,"Wholesale and retail trade [41, 44-45]",567.05
2003,New Brunswick,"Wholesale and retail trade [41, 44-45]",607.53
2004,New Brunswick,"Wholesale and retail trade [41, 44-45]",626.99
2005,New Brunswick,"Wholesale and retail trade [41, 44-45]",667.68
2006,New Brunswick,"Wholesale and retail trade [41, 44-45]",690.61
2007,New Brunswick,"Wholesale and retail trade [41, 44-45]",724.28
2008,New Brunswick,"Wholesale and retail trade [41, 44-45]",759.61
2009,New Brunswick,"Wholesale and retail trade [41, 44-45]",804.98
2010,New Brunswick,"Wholesale and retail trade [41, 44-45]",829.04
2011,New Brunswick,"Wholesale and retail trade [41, 44-45]",871.02
2012,New Brunswick,"Wholesale and retail trade [41, 44-45]",887.98
2013,New Brunswick,"Wholesale and retail trade [41, 44-45]",912.76
2014,New Brunswick,"Wholesale and retail trade [41, 44-45]",920.15
2015,New Brunswick,"Wholesale and retail trade [41, 44-45]",948.12
2016,New Brunswick,"Wholesale and retail trade [41, 44-45]",998.41
2017,New Brunswick,"Wholesale and retail trade [41, 44-45]",994.48
2018,New Brunswick,"Wholesale and retail trade [41, 44-45]",985
2019,New Brunswick,"Wholesale and retail trade [41, 44-45]",1002.14
2020,New Brunswick,"Wholesale and retail trade [41, 44-45]",1060.43
1997,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",474.34
1998,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",498.78
1999,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",496.16
2000,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",475.16
2001,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",536.63
2002,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",561.11
2003,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",593
2004,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",613.3
2005,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",590.46
2006,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",647.75
2007,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",617.22
2008,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",715.75
2009,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",724.13
2010,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",730.8
2011,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",758.82
2012,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",771.22
2013,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",739.97
2014,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",802.94
2015,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",843.39
2016,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",830.08
2017,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",852.62
2018,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",886.27
2019,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",829.52
2020,Newfoundland and Labrador,"Wholesale and retail trade [41, 44-45]",942.95
1997,Nova Scotia,"Wholesale and retail trade [41, 44-45]",575.79
1998,Nova Scotia,"Wholesale and retail trade [41, 44-45]",589.94
1999,Nova Scotia,"Wholesale and retail trade [41, 44-45]",619.78
2000,Nova Scotia,"Wholesale and retail trade [41, 44-45]",645.75
2001,Nova Scotia,"Wholesale and retail trade [41, 44-45]",658.58
2002,Nova Scotia,"Wholesale and retail trade [41, 44-45]",682.03
2003,Nova Scotia,"Wholesale and retail trade [41, 44-45]",705.69
2004,Nova Scotia,"Wholesale and retail trade [41, 44-45]",701.58
2005,Nova Scotia,"Wholesale and retail trade [41, 44-45]",716.9
2006,Nova Scotia,"Wholesale and retail trade [41, 44-45]",750.22
2007,Nova Scotia,"Wholesale and retail trade [41, 44-45]",753.9
2008,Nova Scotia,"Wholesale and retail trade [41, 44-45]",864.42
2009,Nova Scotia,"Wholesale and retail trade [41, 44-45]",925.55
2010,Nova Scotia,"Wholesale and retail trade [41, 44-45]",911.96
2011,Nova Scotia,"Wholesale and retail trade [41, 44-45]",940.02
2012,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1013.64
2013,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1018.68
2014,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1040.25
2015,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1050.25
2016,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1112.21
2017,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1102.44
2018,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1108.72
2019,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1160.06
2020,Nova Scotia,"Wholesale and retail trade [41, 44-45]",1216.93
1997,Ontario,"Wholesale and retail trade [41, 44-45]",445.73
1998,Ontario,"Wholesale and retail trade [41, 44-45]",455.51
1999,Ontario,"Wholesale and retail trade [41, 44-45]",469.63
2000,Ontario,"Wholesale and retail trade [41, 44-45]",478.53
2001,Ontario,"Wholesale and retail trade [41, 44-45]",504.82
2002,Ontario,"Wholesale and retail trade [41, 44-45]",496.55
2003,Ontario,"Wholesale and retail trade [41, 44-45]",520.26
2004,Ontario,"Wholesale and retail trade [41, 44-45]",523.78
2005,Ontario,"Wholesale and retail trade [41, 44-45]",529.29
2006,Ontario,"Wholesale and retail trade [41, 44-45]",576.07
2007,Ontario,"Wholesale and retail trade [41, 44-45]",586.61
2008,Ontario,"Wholesale and retail trade [41, 44-45]",622.54
2009,Ontario,"Wholesale and retail trade [41, 44-45]",664.25
2010,Ontario,"Wholesale and retail trade [41, 44-45]",685.44
2011,Ontario,"Wholesale and retail trade [41, 44-45]",728.83
2012,Ontario,"Wholesale and retail trade [41, 44-45]",759.63
2013,Ontario,"Wholesale and retail trade [41, 44-45]",756.8
2014,Ontario,"Wholesale and retail trade [41, 44-45]",824.67
2015,Ontario,"Wholesale and retail trade [41, 44-45]",811.9
2016,Ontario,"Wholesale and retail trade [41, 44-45]",828.22
2017,Ontario,"Wholesale and retail trade [41, 44-45]",838.26
2018,Ontario,"Wholesale and retail trade [41, 44-45]",867.88
2019,Ontario,"Wholesale and retail trade [41, 44-45]",846.37
2020,Ontario,"Wholesale and retail trade [41, 44-45]",877.11
1997,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",570.31
1998,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",543.72
1999,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",642.78
2000,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",653.52
2001,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",676.07
2002,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",694.05
2003,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",693.38
2004,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",706.2
2005,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",736.96
2006,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",788.18
2007,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",850.26
2008,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",891.47
2009,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",930.52
2010,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",980.87
2011,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",990.44
2012,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1055.29
2013,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1102.93
2014,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1098.68
2015,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1239.24
2016,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1224.13
2017,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1161.88
2018,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1228.44
2019,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1269.91
2020,Prince Edward Island,"Wholesale and retail trade [41, 44-45]",1257.56
1997,Quebec,"Wholesale and retail trade [41, 44-45]",626.1
1998,Quebec,"Wholesale and retail trade [41, 44-45]",623.04
1999,Quebec,"Wholesale and retail trade [41, 44-45]",664.96
2000,Quebec,"Wholesale and retail trade [41, 44-45]",679.18
2001,Quebec,"Wholesale and retail trade [41, 44-45]",682.57
2002,Quebec,"Wholesale and retail trade [41, 44-45]",709.51
2003,Quebec,"Wholesale and retail trade [41, 44-45]",719.37
2004,Quebec,"Wholesale and retail trade [41, 44-45]",713.78
2005,Quebec,"Wholesale and retail trade [41, 44-45]",772.63
2006,Quebec,"Wholesale and retail trade [41, 44-45]",774.34
2007,Quebec,"Wholesale and retail trade [41, 44-45]",831.05
2008,Quebec,"Wholesale and retail trade [41, 44-45]",871.91
2009,Quebec,"Wholesale and retail trade [41, 44-45]",919.61
2010,Quebec,"Wholesale and retail trade [41, 44-45]",954.79
2011,Quebec,"Wholesale and retail trade [41, 44-45]",953.56
2012,Quebec,"Wholesale and retail trade [41, 44-45]",961.58
2013,Quebec,"Wholesale and retail trade [41, 44-45]",1052.7
2014,Quebec,"Wholesale and retail trade [41, 44-45]",1023.88
2015,Quebec,"Wholesale and retail trade [41, 44-45]",1043.06
2016,Quebec,"Wholesale and retail trade [41, 44-45]",1066.56
2017,Quebec,"Wholesale and retail trade [41, 44-45]",1085.63
2018,Quebec,"Wholesale and retail trade [41, 44-45]",1080.88
2019,Quebec,"Wholesale and retail trade [41, 44-45]",1105.13
2020,Quebec,"Wholesale and retail trade [41, 44-45]",1174.08
1997,Saskatchewan,"Wholesale and retail trade [41, 44-45]",382.1
1998,Saskatchewan,"Wholesale and retail trade [41, 44-45]",389.52
1999,Saskatchewan,"Wholesale and retail trade [41, 44-45]",400.13
2000,Saskatchewan,"Wholesale and retail trade [41, 44-45]",413.46
2001,Saskatchewan,"Wholesale and retail trade [41, 44-45]",431.05
2002,Saskatchewan,"Wholesale and retail trade [41, 44-45]",445
2003,Saskatchewan,"Wholesale and retail trade [41, 44-45]",460.12
2004,Saskatchewan,"Wholesale and retail trade [41, 44-45]",479.31
2005,Saskatchewan,"Wholesale and retail trade [41, 44-45]",463.84
2006,Saskatchewan,"Wholesale and retail trade [41, 44-45]",493.73
2007,Saskatchewan,"Wholesale and retail trade [41, 44-45]",513.96
2008,Saskatchewan,"Wholesale and retail trade [41, 44-45]",565.59
2009,Saskatchewan,"Wholesale and retail trade [41, 44-45]",590.14
2010,Saskatchewan,"Wholesale and retail trade [41, 44-45]",598.99
2011,Saskatchewan,"Wholesale and retail trade [41, 44-45]",653.98
2012,Saskatchewan,"Wholesale and retail trade [41, 44-45]",661.03
2013,Saskatchewan,"Wholesale and retail trade [41, 44-45]",696.01
2014,Saskatchewan,"Wholesale and retail trade [41, 44-45]",705.84
